;Fecha;Provincia;Viajeros;Comunidad;Viajeros_normalizado
2273;2008-05-01;La Rioja;734.0;La Rioja;0.04761595848199805
2275;2008-05-01;Las Palmas;187806.0;Canarias;0.5733116389534192
2277;2008-05-01;Lleida;1276.0;Cataluna;0.16092823811325513
2279;2008-05-01;Lugo;1409.0;Galicia;0.0882942724652212
2281;2008-05-01;Madrid;26250.0;Comunidad de Madrid;0.3488557531297345
2283;2008-05-01;Malaga;50258.0;Andalucia;0.2818653430918931
2285;2008-05-01;Murcia;4805.0;Region de Murcia;0.14649390243902438
2287;2008-05-01;Navarra;3905.0;Navarra;0.146238250383852
2289;2008-05-01;Santa Cruz de Tenerife;90445.0;Canarias;0.6220597540510056
2291;2008-05-01;Sevilla;4688.0;Andalucia;0.07731763231243712
2293;2008-05-01;Tarragona;28423.0;Cataluna;0.3457743823067846
2295;2008-05-01;Valencia;6041.0;Valencia;0.08247549354230947
2297;2008-06-01;A Coruna;1204.0;Galicia;0.06860007976753461
2299;2008-06-01;Alicante;63885.0;Valencia;0.2643108926620991
2301;2008-06-01;Almeria;13222.0;Andalucia;0.24569814546400565
2303;2008-06-01;Asturias;2601.0;Principado de Asturias;0.09924829244095089
2305;2008-06-01;Barcelona;10916.0;Cataluna;0.2673982803811577
2307;2008-06-01;Cadiz;4882.0;Andalucia;0.0806315754702958
2309;2008-06-01;Cantabria;5658.0;Cantabria;0.18644961444671457
2311;2008-06-01;Castellon;21648.0;Valencia;0.2346895632094188
2313;2008-06-01;Cordoba;940.0;Andalucia;0.0877356729512787
2315;2008-06-01;Girona;37058.0;Cataluna;0.25548959992278364
2317;2008-06-01;Granada;4718.0;Andalucia;0.10624690357158942
2319;2008-06-01;Guipuzcoa;298.0;Pais Vasco;0.02143113987774182
2321;2008-06-01;Huelva;3886.0;Andalucia;0.12420097161851189
2323;2008-06-01;Huesca;2490.0;Aragon;0.15642668676969468
2325;2008-06-01;Islas Baleares;196127.0;Islas Baleares;0.5985923875390283
2327;2008-06-01;Jaen;2292.0;Andalucia;0.21889026836023304
2329;2008-06-01;La Rioja;541.0;La Rioja;0.03509568602011028
2331;2008-06-01;Las Palmas;184578.0;Canarias;0.5634575875890238
2333;2008-06-01;Lleida;2638.0;Cataluna;0.3327027367890024
2335;2008-06-01;Lugo;1142.0;Galicia;0.07156285248778042
2337;2008-06-01;Madrid;23314.0;Comunidad de Madrid;0.3098370677511097
2339;2008-06-01;Malaga;54508.0;Andalucia;0.30570090575138104
2341;2008-06-01;Murcia;7175.0;Region de Murcia;0.21875
2343;2008-06-01;Navarra;2768.0;Navarra;0.10365876493277909
2345;2008-06-01;Santa Cruz de Tenerife;92408.0;Canarias;0.635560813227324
2347;2008-06-01;Sevilla;3168.0;Andalucia;0.05224877541932611
2349;2008-06-01;Tarragona;47003.0;Cataluna;0.5718056957944551
2351;2008-06-01;Valencia;12453.0;Valencia;0.1700161100947492
2353;2008-07-01;A Coruna;1649.0;Galicia;0.0939547604125121
2355;2008-07-01;Alicante;79924.0;Valencia;0.3306689173534571
2357;2008-07-01;Almeria;18136.0;Andalucia;0.33701267328204554
2359;2008-07-01;Asturias;5466.0;Principado de Asturias;0.20857022932804212
2361;2008-07-01;Barcelona;14622.0;Cataluna;0.358180437498469
2363;2008-07-01;Cadiz;7243.0;Andalucia;0.11962607561068261
2365;2008-07-01;Cantabria;11693.0;Cantabria;0.38532261253542477
2367;2008-07-01;Castellon;34540.0;Valencia;0.3744538762589304
2369;2008-07-01;Cordoba;623.0;Andalucia;0.058148217285794286
2371;2008-07-01;Girona;67827.0;Cataluna;0.46762084014147137
2373;2008-07-01;Granada;5613.0;Andalucia;0.12640183758951493
2375;2008-07-01;Guipuzcoa;468.0;Pais Vasco;0.03365695792880259
2377;2008-07-01;Huelva;4406.0;Andalucia;0.14082076195346457
2379;2008-07-01;Huesca;3492.0;Aragon;0.2193742932529212
2381;2008-07-01;Islas Baleares;233650.0;Islas Baleares;0.7131150292845654
2383;2008-07-01;Jaen;3367.0;Andalucia;0.3215547703180212
2385;2008-07-01;La Rioja;833.0;La Rioja;0.05403827440804411
2387;2008-07-01;Las Palmas;241901.0;Canarias;0.7384463689896544
2389;2008-07-01;Lleida;2992.0;Cataluna;0.37734897212763274
2391;2008-07-01;Lugo;2036.0;Galicia;0.12758491038977315
2393;2008-07-01;Madrid;21906.0;Comunidad de Madrid;0.2911251096403796
2395;2008-07-01;Malaga;59771.0;Andalucia;0.33521774487535405
2397;2008-07-01;Murcia;12622.0;Region de Murcia;0.3848170731707317
2399;2008-07-01;Navarra;3455.0;Navarra;0.1293862112871213
2401;2008-07-01;Santa Cruz de Tenerife;114375.0;Canarias;0.7866447495116784
2403;2008-07-01;Sevilla;2751.0;Andalucia;0.04537133244272921
2405;2008-07-01;Tarragona;62710.0;Cataluna;0.762886096276201
2407;2008-07-01;Valencia;24635.0;Valencia;0.3363323594462496
2409;2008-08-01;A Coruna;1990.0;Galicia;0.11338385277192183
2411;2008-08-01;Alicante;97977.0;Valencia;0.40535944791976963
2413;2008-08-01;Almeria;22631.0;Andalucia;0.4205411231278106
2415;2008-08-01;Asturias;8177.0;Principado de Asturias;0.3120158736215515
2417;2008-08-01;Barcelona;12842.0;Cataluna;0.3145775665678662
2419;2008-08-01;Cadiz;8232.0;Andalucia;0.13596049350091666
2421;2008-08-01;Cantabria;14470.0;Cantabria;0.4768338496012654
2423;2008-08-01;Castellon;39859.0;Valencia;0.43211803861623355
2425;2008-08-01;Cordoba;1217.0;Andalucia;0.11358969572521933
2427;2008-08-01;Girona;81315.0;Cataluna;0.5606113880328445
2429;2008-08-01;Granada;9203.0;Andalucia;0.20724676845471332
2431;2008-08-01;Guipuzcoa;615.0;Pais Vasco;0.04422869471413161
2433;2008-08-01;Huelva;5469.0;Andalucia;0.17479544873433905
2435;2008-08-01;Huesca;5330.0;Aragon;0.334841060434728
2437;2008-08-01;Islas Baleares;257465.0;Islas Baleares;0.7857999615439787
2439;2008-08-01;Jaen;6345.0;Andalucia;0.605959316206666
2441;2008-08-01;La Rioja;886.0;La Rioja;0.057476483944210184
2443;2008-08-01;Las Palmas;277453.0;Canarias;0.8469752519224253
2445;2008-08-01;Lleida;3699.0;Cataluna;0.46651532349602726
2447;2008-08-01;Lugo;2685.0;Galicia;0.1682541671888708
2449;2008-08-01;Madrid;21199.0;Comunidad de Madrid;0.2817292613560854
2451;2008-08-01;Malaga;68160.0;Andalucia;0.38226634138134097
2453;2008-08-01;Murcia;15087.0;Region de Murcia;0.45996951219512194
2455;2008-08-01;Navarra;4577.0;Navarra;0.17140396210163653
2457;2008-08-01;Santa Cruz de Tenerife;140459.0;Canarias;0.9660444578943025
2459;2008-08-01;Sevilla;3902.0;Andalucia;0.06435439447165735
2461;2008-08-01;Tarragona;60870.0;Cataluna;0.740501940365689
2463;2008-08-01;Valencia;31710.0;Valencia;0.4329246648281135
2465;2008-09-01;A Coruna;888.0;Galicia;0.05059540766907868
2467;2008-09-01;Alicante;59589.0;Valencia;0.24653708668453977
2469;2008-09-01;Almeria;14860.0;Andalucia;0.2761363214033523
2471;2008-09-01;Asturias;3235.0;Principado de Asturias;0.12344030220933339
2473;2008-09-01;Barcelona;11181.0;Cataluna;0.27388971903093845
2475;2008-09-01;Cadiz;6260.0;Andalucia;0.10339075429005566
2477;2008-09-01;Cantabria;6213.0;Cantabria;0.2047386805509787
2479;2008-09-01;Castellon;17016.0;Valencia;0.18447328194620613
2481;2008-09-01;Cordoba;800.0;Andalucia;0.07466865783087549
2483;2008-09-01;Girona;31090.0;Cataluna;0.2143443159803374
2485;2008-09-01;Granada;5560.0;Andalucia;0.12520830518398415
2487;2008-09-01;Guipuzcoa;300.0;Pais Vasco;0.021574973031283712
2489;2008-09-01;Huelva;4468.0;Andalucia;0.1428023523395551
2491;2008-09-01;Huesca;2451.0;Aragon;0.15397663022992839
2493;2008-09-01;Islas Baleares;189497.0;Islas Baleares;0.5783571953962648
2495;2008-09-01;Jaen;3714.0;Andalucia;0.3546939165313724
2497;2008-09-01;La Rioja;596.0;La Rioja;0.03866363931235809
2499;2008-09-01;Las Palmas;206332.0;Canarias;0.6298655904951752
2501;2008-09-01;Lleida;1770.0;Cataluna;0.22323117669315173
2503;2008-09-01;Lugo;1312.0;Galicia;0.0822158165183607
2505;2008-09-01;Madrid;22458.0;Comunidad de Madrid;0.29846104776333626
2507;2008-09-01;Malaga;55149.0;Andalucia;0.3092958694372003
2509;2008-09-01;Murcia;7183.0;Region de Murcia;0.2189939024390244
2511;2008-09-01;Navarra;2699.0;Navarra;0.10107478560461372
2513;2008-09-01;Santa Cruz de Tenerife;98524.0;Canarias;0.6776252441607747
2515;2008-09-01;Sevilla;4634.0;Andalucia;0.07642702818597133
2517;2008-09-01;Tarragona;30907.0;Cataluna;0.37599299278597587
2519;2008-09-01;Valencia;13150.0;Valencia;0.17953198809491303
2521;2008-10-01;A Coruna;736.0;Galicia;0.041934932482479634
2523;2008-10-01;Alicante;41148.0;Valencia;0.17024128686327078
2525;2008-10-01;Almeria;5167.0;Andalucia;0.09601590664139444
2527;2008-10-01;Asturias;1476.0;Principado de Asturias;0.05632083031251192
2529;2008-10-01;Barcelona;9884.0;Cataluna;0.24211841363936995
2531;2008-10-01;Cadiz;2886.0;Andalucia;0.04766544998100649
2533;2008-10-01;Cantabria;3302.0;Cantabria;0.10881170500230673
2535;2008-10-01;Castellon;6174.0;Valencia;0.06693335935213192
2537;2008-10-01;Cordoba;1195.0;Andalucia;0.11153630763487027
2539;2008-10-01;Girona;10537.0;Cataluna;0.07264541838162802
2541;2008-10-01;Granada;6359.0;Andalucia;0.14320136918434445
2543;2008-10-01;Guipuzcoa;236.0;Pais Vasco;0.016972312117943186
2545;2008-10-01;Huelva;3602.0;Andalucia;0.11512400920480695
2547;2008-10-01;Huesca;2245.0;Aragon;0.14103530594295766
2549;2008-10-01;Islas Baleares;90763.0;Islas Baleares;0.2770145919236251
2551;2008-10-01;Jaen;4212.0;Andalucia;0.402253843949957
2553;2008-10-01;La Rioja;808.0;La Rioja;0.05241647745702238
2555;2008-10-01;Las Palmas;204456.0;Canarias;0.624138762626648
2557;2008-10-01;Lleida;1376.0;Cataluna;0.17354016899987387
2559;2008-10-01;Lugo;1289.0;Galicia;0.08077453314951748
2561;2008-10-01;Madrid;23870.0;Comunidad de Madrid;0.3172261648459719
2563;2008-10-01;Malaga;46880.0;Andalucia;0.2629202770533636
2565;2008-10-01;Murcia;3775.0;Region de Murcia;0.11509146341463415
2567;2008-10-01;Navarra;3679.0;Navarra;0.13777478185971614
2569;2008-10-01;Santa Cruz de Tenerife;105617.0;Canarias;0.7264092547250268
2571;2008-10-01;Sevilla;5324.0;Andalucia;0.08780696980192304
2573;2008-10-01;Tarragona;11473.0;Cataluna;0.1395725112833177
2575;2008-10-01;Valencia;4385.0;Valencia;0.05986675040275237
2577;2008-11-01;A Coruna;560.0;Galicia;0.031907013845364936
2579;2008-11-01;Alicante;25483.0;Valencia;0.10543060934035019
2581;2008-11-01;Almeria;3263.0;Andalucia;0.06063477905377783
2583;2008-11-01;Asturias;1355.0;Principado de Asturias;0.0517037432746976
2585;2008-11-01;Barcelona;6483.0;Cataluna;0.15880753496803274
2587;2008-11-01;Cadiz;1067.0;Andalucia;0.0176226732951261
2589;2008-11-01;Cantabria;1514.0;Cantabria;0.049891254201542216
2591;2008-11-01;Castellon;1236.0;Valencia;0.01339968126971737
2593;2008-11-01;Cordoba;660.0;Andalucia;0.061601642710472276
2595;2008-11-01;Girona;4737.0;Cataluna;0.03265837969761526
2597;2008-11-01;Granada;4902.0;Andalucia;0.11039048777192272
2599;2008-11-01;Guipuzcoa;174.0;Pais Vasco;0.012513484358144552
2601;2008-11-01;Huelva;1492.0;Andalucia;0.04768601380721043
2603;2008-11-01;Huesca;1704.0;Aragon;0.10704862419901998
2605;2008-11-01;Islas Baleares;3339.0;Islas Baleares;0.010190845635699396
2607;2008-11-01;Jaen;2828.0;Andalucia;0.27007926654569764
2609;2008-11-01;La Rioja;717.0;La Rioja;0.04651313655530328
2611;2008-11-01;Las Palmas;220611.0;Canarias;0.6734548096501324
2613;2008-11-01;Lleida;660.0;Cataluna;0.08323874385168369
2615;2008-11-01;Lugo;856.0;Galicia;0.05364080711868655
2617;2008-11-01;Madrid;19790.0;Comunidad de Madrid;0.26300401350237884
2619;2008-11-01;Malaga;23651.0;Andalucia;0.13264350410812933
2621;2008-11-01;Murcia;2116.0;Region de Murcia;0.06451219512195122
2623;2008-11-01;Navarra;2464.0;Navarra;0.09227427629854323
2625;2008-11-01;Santa Cruz de Tenerife;107483.0;Canarias;0.7392431703760763
2627;2008-11-01;Sevilla;4274.0;Andalucia;0.0704896673428661
2629;2008-11-01;Tarragona;1594.0;Cataluna;0.01939149158769358
2631;2008-11-01;Valencia;2592.0;Valencia;0.03538759795756765
2633;2008-12-01;A Coruna;596.0;Galicia;0.033958179021138395
2635;2008-12-01;Alicante;26733.0;Valencia;0.11060222420812234
2637;2008-12-01;Almeria;3355.0;Andalucia;0.06234437135317947
2639;2008-12-01;Asturias;2409.0;Principado de Asturias;0.09192200557103064
2641;2008-12-01;Barcelona;6620.0;Cataluna;0.16216348626999486
2643;2008-12-01;Cadiz;1881.0;Andalucia;0.03106677457182024
2645;2008-12-01;Cantabria;2156.0;Cantabria;0.07104725499242075
2647;2008-12-01;Castellon;1980.0;Valencia;0.021465508830129768
2649;2008-12-01;Cordoba;890.0;Andalucia;0.08306888183684898
2651;2008-12-01;Girona;6338.0;Cataluna;0.04369618123780568
2653;2008-12-01;Granada;8514.0;Andalucia;0.19173084718281314
2655;2008-12-01;Guipuzcoa;89.0;Pais Vasco;0.0064005753326141675
2657;2008-12-01;Huelva;1031.0;Andalucia;0.032951930452569674
2659;2008-12-01;Huesca;5050.0;Aragon;0.3172509109184571
2661;2008-12-01;Islas Baleares;3007.0;Islas Baleares;0.009177559995971274
2663;2008-12-01;Jaen;3725.0;Andalucia;0.3557444370165218
2665;2008-12-01;La Rioja;1002.0;La Rioja;0.06500162179695103
2667;2008-12-01;Las Palmas;211163.0;Canarias;0.6446130880606629
2669;2008-12-01;Lleida;5422.0;Cataluna;0.6838188926724682
2671;2008-12-01;Lugo;836.0;Galicia;0.05238751723273593
2673;2008-12-01;Madrid;22818.0;Comunidad de Madrid;0.30324535523482976
2675;2008-12-01;Malaga;23085.0;Andalucia;0.129469167998654
2677;2008-12-01;Murcia;2382.0;Region de Murcia;0.07262195121951219
2679;2008-12-01;Navarra;2421.0;Navarra;0.0906639703404112
2681;2008-12-01;Santa Cruz de Tenerife;100981.0;Canarias;0.6945239208781535
2683;2008-12-01;Sevilla;4626.0;Andalucia;0.07629508683390233
2685;2008-12-01;Tarragona;1566.0;Cataluna;0.01905086312818579
2687;2008-12-01;Valencia;3486.0;Valencia;0.04759304262348797
2689;2009-01-01;A Coruna;460.0;Galicia;0.02620933280154977
2691;2009-01-01;Alicante;14801.0;Valencia;0.061236057326316484
2693;2009-01-01;Almeria;737.0;Andalucia;0.013695320920206637
2695;2009-01-01;Asturias;1221.0;Principado de Asturias;0.04659060556339909
2697;2009-01-01;Barcelona;5288.0;Cataluna;0.12953482105675723
2699;2009-01-01;Cadiz;1633.0;Andalucia;0.026970783028060847
2701;2009-01-01;Cantabria;1301.0;Cantabria;0.04287220721017597
2703;2009-01-01;Castellon;891.0;Valencia;0.009659478973558396
2705;2009-01-01;Cordoba;337.0;Andalucia;0.0314541721112563
2707;2009-01-01;Girona;3690.0;Cataluna;0.025440029783449503
2709;2009-01-01;Granada;6812.0;Andalucia;0.15340269332973022
2711;2009-01-01;Guipuzcoa;0.0;Pais Vasco;0.0
2713;2009-01-01;Huelva;356.0;Andalucia;0.011378164152390693
2715;2009-01-01;Huesca;4059.0;Aragon;0.2549943460233698
2717;2009-01-01;Islas Baleares;3403.0;Islas Baleares;0.010386177807213251
2719;2009-01-01;Jaen;1235.0;Andalucia;0.1179447999235985
2721;2009-01-01;La Rioja;638.0;La Rioja;0.041388258190074606
2723;2009-01-01;Las Palmas;197880.0;Canarias;0.604064338285798
2725;2009-01-01;Lleida;3551.0;Cataluna;0.4478496657838315
2727;2009-01-01;Lugo;749.0;Galicia;0.04693570622885073
2729;2009-01-01;Madrid;18049.0;Comunidad de Madrid;0.23986657098051722
2731;2009-01-01;Malaga;19484.0;Andalucia;0.10927343596646197
2733;2009-01-01;Murcia;1825.0;Region de Murcia;0.055640243902439025
2735;2009-01-01;Navarra;1716.0;Navarra;0.06426244242219975
2737;2009-01-01;Santa Cruz de Tenerife;100719.0;Canarias;0.6927219455830972
2739;2009-01-01;Sevilla;2885.0;Andalucia;0.047581350089885045
2741;2009-01-01;Tarragona;853.0;Cataluna;0.010377002712862375
2743;2009-01-01;Valencia;2485.0;Valencia;0.033926767332004476
2745;2009-02-01;A Coruna;516.0;Galicia;0.029400034186086263
2747;2009-02-01;Alicante;23860.0;Valencia;0.09871578459603482
2749;2009-02-01;Almeria;1694.0;Andalucia;0.03147879733898242
2751;2009-02-01;Asturias;1304.0;Principado de Asturias;0.04975769832487503
2753;2009-02-01;Barcelona;7485.0;Cataluna;0.18335252186267545
2755;2009-02-01;Cadiz;2411.0;Andalucia;0.03982030488711249
2757;2009-02-01;Cantabria;1888.0;Cantabria;0.06221577802675806
2759;2009-02-01;Castellon;1460.0;Valencia;0.01582810247070175
2761;2009-02-01;Cordoba;606.0;Andalucia;0.056561508306888185
2763;2009-02-01;Girona;5269.0;Cataluna;0.03632615634932126
2765;2009-02-01;Granada;7693.0;Andalucia;0.1732423546367608
2767;2009-02-01;Guipuzcoa;176.0;Pais Vasco;0.012657317511686444
2769;2009-02-01;Huelva;1666.0;Andalucia;0.05324725134236768
2771;2009-02-01;Huesca;3764.0;Aragon;0.23646186706872724
2773;2009-02-01;Islas Baleares;4935.0;Islas Baleares;0.015061941662826152
2775;2009-02-01;Jaen;2364.0;Andalucia;0.22576640244484766
2777;2009-02-01;La Rioja;684.0;La Rioja;0.04437236457995459
2779;2009-02-01;Las Palmas;193906.0;Canarias;0.591932987566434
2781;2009-02-01;Lleida;4384.0;Cataluna;0.5529070500693656
2783;2009-02-01;Lugo;780.0;Galicia;0.048878305552074196
2785;2009-02-01;Madrid;19752.0;Comunidad de Madrid;0.2624990032692768
2787;2009-02-01;Malaga;27711.0;Andalucia;0.15541347690754606
2789;2009-02-01;Murcia;2656.0;Region de Murcia;0.08097560975609756
2791;2009-02-01;Navarra;2319.0;Navarra;0.0868441748118189
2793;2009-02-01;Santa Cruz de Tenerife;102540.0;Canarias;0.7052463616605684
2795;2009-02-01;Sevilla;3800.0;Andalucia;0.06267214223277753
2797;2009-02-01;Tarragona;1274.0;Cataluna;0.01549859490760453
2799;2009-02-01;Valencia;3555.0;Valencia;0.04853507358763619
2801;2009-03-01;A Coruna;462.0;Galicia;0.02632328642242607
2803;2009-03-01;Alicante;26733.0;Valencia;0.11060222420812234
2805;2009-03-01;Almeria;2320.0;Andalucia;0.04311145798491099
2807;2009-03-01;Asturias;1842.0;Principado de Asturias;0.0702865646582974
2809;2009-03-01;Barcelona;7993.0;Cataluna;0.19579648727433066
2811;2009-03-01;Cadiz;2593.0;Andalucia;0.04282623416519398
2813;2009-03-01;Cantabria;1423.0;Cantabria;0.04689250642588809
2815;2009-03-01;Castellon;2164.0;Valencia;0.023460283388081222
2817;2009-03-01;Cordoba;816.0;Andalucia;0.076162030987493
2819;2009-03-01;Girona;5038.0;Cataluna;0.03473356911897523
2821;2009-03-01;Granada;7986.0;Andalucia;0.17984056208620458
2823;2009-03-01;Guipuzcoa;134.0;Pais Vasco;0.009636821287306724
2825;2009-03-01;Huelva;2241.0;Andalucia;0.07162490411659422
2827;2009-03-01;Huesca;3663.0;Aragon;0.23011684885035807
2829;2009-03-01;Islas Baleares;8290.0;Islas Baleares;0.02530162034140401
2831;2009-03-01;Jaen;2111.0;Andalucia;0.2016044312864101
2833;2009-03-01;La Rioja;993.0;La Rioja;0.0644177748945832
2835;2009-03-01;Las Palmas;202085.0;Canarias;0.6169008581083762
2837;2009-03-01;Lleida;3129.0;Cataluna;0.3946273174423004
2839;2009-03-01;Lugo;965.0;Galicia;0.060471236997117435
2841;2009-03-01;Madrid;20255.0;Comunidad de Madrid;0.2691837439863913
2843;2009-03-01;Malaga;30666.0;Andalucia;0.17198620341549592
2845;2009-03-01;Murcia;2474.0;Region de Murcia;0.07542682926829268
2847;2009-03-01;Navarra;2633.0;Navarra;0.09860315320375988
2849;2009-03-01;Santa Cruz de Tenerife;99834.0;Canarias;0.686635120636056
2851;2009-03-01;Sevilla;3840.0;Andalucia;0.06333184899312255
2853;2009-03-01;Tarragona;1420.0;Cataluna;0.01727472901789516
2855;2009-03-01;Valencia;3742.0;Valencia;0.05108811402670453
2857;2009-04-01;A Coruna;1112.0;Galicia;0.06335821320722466
2859;2009-04-01;Alicante;43803.0;Valencia;0.18122579684241882
2861;2009-04-01;Almeria;8699.0;Andalucia;0.1616493849184227
2863;2009-04-01;Asturias;5134.0;Principado de Asturias;0.19590185828213835
2865;2009-04-01;Barcelona;11389.0;Cataluna;0.27898488597114374
2867;2009-04-01;Cadiz;4837.0;Andalucia;0.07988835119824268
2869;2009-04-01;Cantabria;5217.0;Cantabria;0.17191722138008303
2871;2009-04-01;Castellon;6369.0;Valencia;0.06904738673691742
2873;2009-04-01;Cordoba;1582.0;Andalucia;0.14765727086055627
2875;2009-04-01;Girona;14827.0;Cataluna;0.1022220383737685
2877;2009-04-01;Granada;7757.0;Andalucia;0.1746836013151376
2879;2009-04-01;Guipuzcoa;366.0;Pais Vasco;0.026321467098166126
2881;2009-04-01;Huelva;2660.0;Andalucia;0.08501661979033495
2883;2009-04-01;Huesca;3161.0;Aragon;0.19858022364618672
2885;2009-04-01;Islas Baleares;38467.0;Islas Baleares;0.11740379127536647
2887;2009-04-01;Jaen;4512.0;Andalucia;0.4309044026358514
2889;2009-04-01;La Rioja;820.0;La Rioja;0.05319493999351281
2891;2009-04-01;Las Palmas;188851.0;Canarias;0.5765016896584356
2893;2009-04-01;Lleida;3932.0;Cataluna;0.4959011224618489
2895;2009-04-01;Lugo;1228.0;Galicia;0.07695199899736808
2897;2009-04-01;Madrid;23109.0;Comunidad de Madrid;0.3071126704409537
2899;2009-04-01;Malaga;43027.0;Andalucia;0.24131123636465607
2901;2009-04-01;Murcia;4795.0;Region de Murcia;0.1461890243902439
2903;2009-04-01;Navarra;3170.0;Navarra;0.11871325319252518
2905;2009-04-01;Santa Cruz de Tenerife;92021.0;Canarias;0.63289911689455
2907;2009-04-01;Sevilla;6237.0;Andalucia;0.10286477660679828
2909;2009-04-01;Tarragona;16944.0;Cataluna;0.2061288792107152
2911;2009-04-01;Valencia;6252.0;Valencia;0.08535619692542938
2913;2009-05-01;A Coruna;965.0;Galicia;0.054982622072816366
2915;2009-05-01;Alicante;45439.0;Valencia;0.18799440638135903
2917;2009-05-01;Almeria;14341.0;Andalucia;0.2664919909317278
2919;2009-05-01;Asturias;3836.0;Principado de Asturias;0.14637310642194834
2921;2009-05-01;Barcelona;12502.0;Cataluna;0.30624892830022293
2923;2009-05-01;Cadiz;5404.0;Andalucia;0.08925297702611194
2925;2009-05-01;Cantabria;4141.0;Cantabria;0.13645950042839253
2927;2009-05-01;Castellon;7333.0;Valencia;0.07949827083401091
2929;2009-05-01;Cordoba;1233.0;Andalucia;0.11508306888183685
2931;2009-05-01;Girona;20766.0;Cataluna;0.14316738712279467
2933;2009-05-01;Granada;5565.0;Andalucia;0.12532090258073234
2935;2009-05-01;Guipuzcoa;484.0;Pais Vasco;0.03480762315713772
